철도운영기관명,선명,역명,지번주소,도로명주소,,,,,,,,,
의정부경량전철주식회사,의정부경전철,경전철의정부,경기도 의정부시 의정부동 691,경기도 의정부시 신흥로 237,경기도,의정부시,신흥로,237,,,,,
의정부경량전철주식회사,의정부경전철,곤제,경기도 의정부시 금오동 3-3,경기도 의정부시 천보로 173,경기도,의정부시,천보로,173,,,,,
의정부경량전철주식회사,의정부경전철,동오,경기도 의정부시 신곡동 547-15,경기도 의정부시 장곡로 471,경기도,의정부시,장곡로,471,,,,,
의정부경량전철주식회사,의정부경전철,발곡,경기도 의정부시 신곡동 741-3,경기도 의정부시 장곡로 258,경기도,의정부시,장곡로,258,,,,,
의정부경량전철주식회사,의정부경전철,범골,경기도 의정부시 호원동 326-24,경기도 의정부시 신흥로 141,경기도,의정부시,신흥로,141,,,,,
의정부경량전철주식회사,의정부경전철,새말,경기도 의정부시 신곡동 815-1,경기도 의정부시 장곡로 551,경기도,의정부시,장곡로,551,,,,,
의정부경량전철주식회사,의정부경전철,송산,경기도 의정부시 용현동 558,경기도 의정부시 충의로 59,경기도,의정부시,충의로,59,,,,,
의정부경량전철주식회사,의정부경전철,어룡(용현산업단지),경기도 의정부시 용현동 564,경기도 의정부시 충의로 125,경기도,의정부시,충의로,125,,,,,
의정부경량전철주식회사,의정부경전철,의정부시청,경기도 의정부시 의정부동 617,경기도 의정부시 의정로 69,경기도,의정부시,의정로,69,,,,,
의정부경량전철주식회사,의정부경전철,의정부중앙,경기도 의정부시 의정부동 15-10,경기도 의정부시 호국로 1305,경기도,의정부시,호국로,1305,,,,,
의정부경량전철주식회사,의정부경전철,탑석,경기도 의정부시 용현동 558,경기도 의정부시 충의로 20,경기도,의정부시,충의로,20,,,,,
의정부경량전철주식회사,의정부경전철,회룡,경기도 의정부시 호원동 50-5,경기도 의정부시 평화로 363,경기도,의정부시,평화로,363,,,,,
의정부경량전철주식회사,의정부경전철,효자,경기도 의정부시 신곡동 773-2,경기도 의정부시 부용로 159-40,경기도,의정부시,부용로,159-40,,,,,
의정부경량전철주식회사,의정부경전철,흥선,경기도 의정부시 가능동 343-52,경기도 의정부시 호국로 1197,경기도,의정부시,호국로,1197,,,,,
코레일,경춘,가평(자라섬·남이섬),경기도 가평군 가평읍 달전리 567,경기도 가평군 가평읍 문화로 13-42,경기도,가평군,가평읍,문화로,13-42,,,,
코레일,경춘,갈매,구리시 갈매동 502-39,구리시 경춘북로 229,구리시,경춘북로,229,,,,,,
코레일,경춘,강촌,강원도 춘천시 남산면 방곡리 409,강원도 춘천시 남산면 강촌로 150,강원도,춘천시,남산면,강촌로,150,,,,
코레일,경춘,광운대,서울특별시 노원구 월계동 85,서울특별시 노원구 석계로 98-2,서울특별시,노원구,석계로,Feb-98,,,,,
코레일,경춘,굴봉산(제이드가든),강원도 춘천시 남산면 백양리 588-30,강원도 춘천시 남산면 서백길 192,강원도,춘천시,남산면,서백길,192,,,,
코레일,경춘,금곡,경기도 남양주시 금곡동 404-276,경기도 남양주시 금곡로19번길 47(금곡동),경기도,남양주시,금곡로19번길,47(금곡동),,,,,
코레일,경춘,김유정,강원도 춘천시 신동면 증리 945-2,강원도 춘천시 신동면 김유정로 1435,강원도,춘천시,신동면,김유정로,1435,,,,
코레일,경춘,남춘천(강원대),춘천시 퇴계동 633-2, 춘천시 영서로 2260,,춘천시,영서로,2260,,,,,
코레일,경춘,대성리,경기도 가평군 청평면 대성리 393-3,경기도 가평군 청평면 경춘로88,경기도,가평군,청평면,경춘로88,,,,,
코레일,경춘,마석,경기도 남양주시 화도읍 마석우리 222-2,경기도 남양주시 화도읍 마석중앙로 107,경기도,남양주시,화도읍,마석중앙로,107,,,,
코레일,경춘,망우,서울특별시 중랑구 상봉동 172,서울특별시 중랑구 망우로 55길 11-10,서울특별시,중랑구,망우로,55길,11월 10일,,,,
코레일,경춘,백양리(엘리시안강촌),강원도 춘천시 남산면 강촌리 680-7,강원도 춘천시 남산면 북한강변길 690,강원도,춘천시,남산면,북한강변길,690,,,,
코레일,경춘,별내(삼육대학교),경기도 남양주시 별내동 182-5,경기도 남양주시 경춘북로 375(별내동 182-5),경기도,남양주시,경춘북로,375(별내동,182-5),,,,
코레일,경춘,사릉,경기도 남양주시 진건읍 사능리 605-3,경기도 남양주시 진건우회로63 사릉역,경기도,남양주시,진건우회로63,사릉역,,,,,
코레일,경춘,상봉,서울특별시 중랑구 상봉동 100-46,서울특별시 중랑구 망우로 297,서울특별시,중랑구,망우로,297,,,,,
코레일,경춘,상천(호명호수),경기도 가평군 청평면 상천리 1260-1,경기도 가평군 청평면 상천역로29,경기도,가평군,청평면,상천역로29,,,,,
코레일,경춘,신내,서울특별시 중랑구 망우동 320-2,서울특별시 중랑구 신내역로 20,서울특별시,중랑구,신내역로,20,,,,,
코레일,경춘,중랑,서울특별시 중랑구 중화동 73-7,서울특별시 중랑구 중랑역로 9,서울특별시,중랑구,중랑역로,9,,,,,
코레일,경춘,천마산,경기도 남양주시 화도읍 묵현리 320-11,경기도 남양주시 화도읍 묵현로 25번길 37(묵현리),경기도,남양주시,화도읍,묵현로,25번길,37(묵현리),,,
코레일,경춘,청량리,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214,서울특별시,동대문구,왕산로,214,,,,,
코레일,경춘,청평,경기도 가평군 청평면 청평리 125-1,경기도 가평군 청평면 청평리 청평역로 97-33,경기도,가평군,청평면,청평리,청평역로,97-33,,,
코레일,경춘,춘천(한림대),강원도 춘천시 근화동 190,강원도 춘천시 공지로 591,강원도,춘천시,공지로,591,,,,,
코레일,경춘,퇴계원,경기도 남양주시 퇴계원면 퇴계원리 218-142,경기도 남양주시 퇴계원면 경춘북로 545,경기도,남양주시,퇴계원면,경춘북로,545,,,,
코레일,경춘,평내호평,경기도 남양주시 평내동 660,경기도 남양주시 경춘로 1375(평내동),경기도,남양주시,경춘로,1375(평내동),,,,,
코레일,경춘,회기,서울특별시 동대문구 휘경동 317-101,서울특별시 동대문구 회기로 196,서울특별시,동대문구,회기로,196,,,,,
공항철도주식회사,공항철도,검암,인천광역시 서구 검암동 414-204,인천광역시 서구 검바위로 26 (검암동) 공항철도 검암역,인천광역시,서구,검바위로,26,(검암동),공항철도,검암역,,
공항철도주식회사,공항철도,계양,인천광역시 계양구 귤현동 451-264,인천광역시 계양구 다남로 24 (귤현동) 공항철도 계양역,인천광역시,계양구,다남로,24,(귤현동),공항철도,계양역,,
공항철도주식회사,공항철도,공덕,서울특별시 마포구 도화동 25-13,서울특별시 마포구 마포대로 지하 92(도화동) 공항철도 공덕역,서울특별시,마포구,마포대로,지하,92(도화동),공항철도,공덕역,,
공항철도주식회사,공항철도,공항화물청사,인천광역시 중구 운서동 2844-7,인천광역시 중구 공항동로135번길 86 (운서동) 공항화물청사역,인천광역시,중구,공항동로135번길,86,(운서동),공항화물청사역,,,
공항철도주식회사,공항철도,김포공항,서울특별시 강서구 방화동 886,서울특별시 강서구 하늘길 지하 77(방화동) 공항철도 김포공항역,서울특별시,강서구,하늘길,지하,77(방화동),공항철도,김포공항역,,
공항철도주식회사,공항철도,디지털미디어시티,서울특별시 마포구 상암동 1140,서울특별시 마포구 성암로 지하 184(상암동) 공항철도 디지털미디어시티역,서울특별시,마포구,성암로,지하,184(상암동),공항철도,디지털미디어시티역,,
공항철도주식회사,공항철도,마곡나루,서울특별시 강서구 마곡동 367-6,서울특별시 강서구 마곡중앙로 지하 135(마곡동),서울특별시,강서구,마곡중앙로,지하,135(마곡동),,,,
공항철도주식회사,공항철도,서울역,서울특별시 용산구 동자동 43-227,서울특별시 용산구 청파로 378 (동자동) 공항철도 서울역,서울특별시,용산구,청파로,378,(동자동),공항철도,서울역,,
공항철도주식회사,공항철도,영종,인천광역시 서구 경서동 519-2,인천광역시 중구 백운로414번길 75 (운복동) 영종역,인천광역시,중구,백운로414번길,75,(운복동),영종역,,,
공항철도주식회사,공항철도,운서,인천광역시 중구 운서동 1427-27,인천광역시 중구 흰바위로59번길 26 (운서동) 운서역,인천광역시,중구,흰바위로59번길,26,(운서동),운서역,,,
공항철도주식회사,공항철도,인천공항1터미널,인천광역시 중구 운서동 2851,인천광역시 중구 공항로 271 (운서동) 인천공항1터미널역,인천광역시,중구,공항로,271,(운서동),인천공항1터미널역,,,
공항철도주식회사,공항철도,인천공항2터미널,인천광역시 중구 운서동 2868,인천광역시 중구 공항로 272 인천국제공항2터미널역,인천광역시,중구,공항로,272,인천국제공항2터미널역,,,,
공항철도주식회사,공항철도,청라국제도시,인천광역시 서구 경서동 519-2,인천광역시 서구 에코로 151 (경서동) 청라국제도시역,인천광역시,서구,에코로,151,(경서동),청라국제도시역,,,
공항철도주식회사,공항철도,홍대입구,서울특별시 마포구 동교동 190-1,서울특별시 마포구 양화로 지하 188(동교동) 공항철도 홍대입구역,서울특별시,마포구,양화로,지하,188(동교동),공항철도,홍대입구역,,
코레일,수인분당,가천대,경기도 성남시 수정구 태평동 7131,경기도 성남시 수정구 성남대로 1332,경기도,성남시,수정구,성남대로,1332,,,,
코레일,수인분당,강남구청,서울 강남구 삼성동 77-94,서울특별시 강남구 학동로 346,서울특별시,강남구,학동로,346,,,,,
코레일,수인분당,개포동,서울시 강남구 개포동 181-2,서울시 강남구 개포로 지하420,서울시,강남구,개포로,지하420,,,,,
코레일,수인분당,고색,경기도 수원시 권선구 고색동 377-2,경기도 수원시 권선구 매송고색로 지하 690,경기도,수원시,권선구,매송고색로,지하,690,,,
코레일,수인분당,고잔,경기도 안산시 단원구 고잔동 453-67,경기도 안산시 단원구 중앙대로 784,경기도,안산시,단원구,중앙대로,784,,,,
코레일,수인분당,구룡,서울특별시 강남구 개포동 175-3,서울특별시 강남구 개포로 지하 403,서울특별시,강남구,개포로,지하,403,,,,
코레일,수인분당,구성,경기도 용인시 기흥구 마북동460-3,경기도 용인시 기흥구 용구대로 2403(마북동460-3),경기도,용인시,기흥구,용구대로,2403(마북동460-3),,,,
코레일,수인분당,기흥(백남준아트센터),경기도 용인시 기흥구 구갈동 227-25,경기도 용인시 기흥구 중부대로 460,경기도,용인시,기흥구,중부대로,460,,,,
코레일,수인분당,남동인더스파크,인천광역시 남동구 고잔동 970-8,인천광역시 남동구 은청로 17,인천광역시,남동구,은청로,17,,,,,
코레일,수인분당,달월,경기도 시흥시 월곶동 662-3,경기도 시흥시 서해안로 736번길 55,경기도,시흥시,서해안로,736번길,55,,,,
코레일,수인분당,대모산입구,서울시 강남구 일원동 700-1,서울시 강남구 개포로 522,서울시,강남구,개포로,522,,,,,
코레일,수인분당,도곡,서울특별시 강남구 도곡동 467-5,서울특별시 강남구 남부순환로 2814  ,서울특별시,강남구,남부순환로,2814,,,,,
코레일,수인분당,망포,경기도 수원시 영통구 영통동 1069,경기도 수원시 영통구 덕영대로 지하 1520,경기도,수원시,영통구,덕영대로,지하,1520,,,
코레일,수인분당,매교,경기도 수원시 팔달구 매교동 283,경기도 수원시 팔달구 효원로 126,경기도,수원시,팔달구,효원로,126,,,,
코레일,수인분당,매탄권선,경기도 수원시 매탄동 687-4,경기도 수원시 영통구 권선로 841,경기도,수원시,영통구,권선로,841,,,,
코레일,수인분당,모란,경기도 성남시 중원구 성남동 1575,경기도 성남시 중원구 성남대로 지하 1147  ,경기도,성남시,중원구,성남대로,지하,1147,,,
코레일,수인분당,미금(분당서울대병원),경기도 성남시 분당구 금곡동 222,경기도 성남시 분당구 성남대로 156,경기도,성남시,분당구,성남대로,156,,,,
코레일,수인분당,보정,경기도 용인시 기흥구 보정동 1285,경기도 용인시 기흥구 용구대로 2560,경기도,용인시,기흥구,용구대로,2560,,,,
코레일,수인분당,복정(동서울대학),서울특별시 송파구 장지동 596-21,서울특별시 송파구 송파대로 6,서울특별시,송파구,송파대로,6,,,,,
코레일,수인분당,사리,경기도 안산시 상록구 사동 206-1,경기도 안산시 상록구 충장로 103,경기도,안산시,상록구,충장로,103,,,,
코레일,수인분당,상갈(루터대학교),경기도 용인시 기흥구 상갈동 227-3,경기도 용인시 기흥구 금화로 40,경기도,용인시,기흥구,금화로,40,,,,
코레일,수인분당,서울숲,서울특별시 성동구 성수동1가 656-436,서울특별시 성동구 왕십리로 77,서울특별시,성동구,왕십리로,77,,,,,
코레일,수인분당,서현,경기도 성남시 분당구 서현동 263,경기도 성남시 분당구 성남대로 지하601,경기도,성남시,분당구,성남대로,지하601,,,,
코레일,수인분당,선릉,서울특별시 강남구 삼성동 172-66,서울특별시 강남구 테헤란로 지하340,서울특별시,강남구,테헤란로,지하340,,,,,
코레일,수인분당,선정릉(한국과학창의재단),서울시 강남구 삼성동 111-114 분당선 선정릉역,서울시 강남구 선릉로 지하580(삼성동 111-114),서울시,강남구,선릉로,지하580(삼성동,111-114),,,,
코레일,수인분당,소래포구,인천시 남동구 논현동 731-7,인천시 남동구 소래역로 51번길,인천시,남동구,소래역로,51번길,,,,,
코레일,수인분당,송도,인천광역시 연수구 옥련동 산 51-3,인천광역시 연수구 비류대로 175 송도역,인천광역시,연수구,비류대로,175,송도역,,,,
코레일,수인분당,수내(한국잡월드),경기도 성남시 분당구 수내동 14,경기도 성남시 분당구 성남대로 지하491,경기도,성남시,분당구,성남대로,지하491,,,,
코레일,수인분당,수서,서울특별시 강남구 수서동 728,서울특별시 강남구 광평로 지하270 지하1층(수서동),서울특별시,강남구,광평로,지하270,지하1층(수서동),,,,
코레일,수인분당,수원,경기도 수원시 팔달구 매산로1가 18,경기도 수원시 팔달구 덕영대로 944 924 애경백화점  ,경기도,수원시,팔달구,덕영대로,944,924,애경백화점,,
코레일,수인분당,수원시청(경기도문화의전당),경기도 수원시 권선구 권선동 1122,경기도 수원시 권선구 효원로 270,경기도,수원시,권선구,효원로,270,,,,
코레일,수인분당,숭의(인하대병원),인천광역시 미추홀구 용현동 686-55,인천시 미추홀구 인주대로 지하 6,인천시,미추홀구,인주대로,지하,6,,,,
코레일,수인분당,신갈,경기도 용인시 기흥구 신갈동 167,경기도 용인시 기흥구 기흥로 136  ,경기도,용인시,기흥구,기흥로,136,,,,
코레일,수인분당,신길온천,경기도 안산시 단원구 신길동 216-2,경기도 안산시 단원구 황고개로 2 ,경기도,안산시,단원구,황고개로,2,,,,
코레일,수인분당,신포,인천광역시 중구 사동 26-19,인천시 중구 우현로 지하 3 (사동),인천시,중구,우현로,지하,3,(사동),,,
코레일,수인분당,안산,경기도 안산시 단원구 원곡동 377-2,경기도 안산시 단원구 중앙대로 462,경기도,안산시,단원구,중앙대로,462,,,,
코레일,수인분당,압구정로데오,서울특별시 강남구 압구정동 495,서울시 강남구 압구정로 지하 402,서울시,강남구,압구정로,지하,402,,,,
코레일,수인분당,야목,경기도 화성시 매송면 야목리 792-2,경기도 화성시 매송면 본오매송로 286,경기도,화성시,매송면,본오매송로,286,,,,
코레일,수인분당,야탑,경기도 성남시 분당구 야탑동 488-1,경기도 성남시 분당구 성남대로 지하 903,경기도,성남시,분당구,성남대로,지하,903,,,
코레일,수인분당,어천,어천리 411,경기도 화성시 매송면 어천역길 8(어천리),경기도,화성시,매송면,어천역길,8(어천리),,,,
코레일,수인분당,연수,인천시 연수구 연수동 589번지,인천시 연수구 벚꽃로 115,인천시,연수구,벚꽃로,115,,,,,
코레일,수인분당,영통(경희대),경기도 수원시 영통구 영통동 1055,경기도 수원시 영통구 봉영로 1560,경기도,수원시,영통구,봉영로,1560,,,,
코레일,수인분당,오리,경기도 성남시 분당구 구미동 197-1,경기도 성남시 분당구 성남대로 55,경기도,성남시,분당구,성남대로,55,,,,
코레일,수인분당,오목천,경기도 수원시 권선구 오목천동 472-3,경기도 수원시 권선구 삼천병마로 지하1570,경기도,수원시,권선구,삼천병마로,지하1570,,,,
코레일,수인분당,오이도,경기도 시흥시 정왕동 878,경기도 시흥시 역전로 430,경기도,시흥시,역전로,430,,,,,
코레일,수인분당,왕십리,서울특별시 성동구 행당동 168-151,서울특별시 성동구 왕십리광장로 18,서울특별시,성동구,왕십리광장로,18,,,,,
코레일,수인분당,원인재,인천광역시 연수구 연수동 585-1,인천광역시 연수구 벚꽂로 195,인천광역시,연수구,벚꽂로,195,,,,,
코레일,수인분당,월곶,경기도 시흥시 월곶동 992-9,경기도 시흥시 월곶중앙로 14번길 56,경기도,시흥시,월곶중앙로,14번길,56,,,,
코레일,수인분당,이매(성남아트센터),경기도 성남시 분당구 이매동 129-1,경기도 성남시 분당구 성남대로 지하738(이매동),경기도,성남시,분당구,성남대로,지하738(이매동),,,,
코레일,수인분당,인천,인천광역시 중구 북성동 1가 3-1,인천광역시 중구 제물량로 269,인천광역시,중구,제물량로,269,,,,,
코레일,수인분당,인천논현,인천광역시 남동구 논현동 731-4,인천광역시 남동구 청능대로 567,인천광역시,남동구,청능대로,567,,,,,
코레일,수인분당,인하대,인천시 미추홀구 용현동 672-1번지,인천시 미추홀구 독배로 313,인천시,미추홀구,독배로,313,,,,,
코레일,수인분당,정왕,경기도 시흥시 정왕동 2325-12,경기도 시흥시 마유로418번길 15,경기도,시흥시,마유로418번길,15,,,,,
코레일,수인분당,정자,경기도 성남시 분당구 정자동 95-1,경기도 성남시 분당구 성남대로 333,경기도,성남시,분당구,성남대로,333,,,,
코레일,수인분당,죽전(단국대),경기도 용인시 수지구 죽전동 1286,경기도 용인시 수지구 포은대로 530,경기도,용인시,수지구,포은대로,530,,,,
코레일,수인분당,중앙,경기도 안산시 단원구 고잔동 167-378 중앙역,경기도 안산시 단원구 중앙대로 918,경기도,안산시,단원구,중앙대로,918,,,,
코레일,수인분당,청량리,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214,서울특별시,동대문구,왕산로,214,,,,,
코레일,수인분당,청명,수원시 영통구 영통동 1055번지,수원시 영통구 봉영로  1670,수원시,영통구,봉영로,1670,,,,,
코레일,수인분당,초지,경기도 안산시 단원구 초지동 25-1,경기도 안산시 단원구 중앙대로 620,경기도,안산시,단원구,중앙대로,620,,,,
코레일,수인분당,태평,경기도 성남시 수정구 수진동 4808,경기도 성남시 수정구 성남대로 1229,경기도,성남시,수정구,성남대로,1229,,,,
코레일,수인분당,한대앞,경기도 안산시 상록구 이동 211-5,경기도 안산시 상록구 충장로 337,경기도,안산시,상록구,충장로,337,,,,
코레일,수인분당,한티,서울특별시 강남구 대치동 1011-28,서울특별시 강남구 선릉로 228 지하1층,서울특별시,강남구,선릉로,228,지하1층,,,,
코레일,수인분당,호구포,인천시 남동구 논현동 731-1,인천광역시 남동구 호구포로 205,인천광역시,남동구,호구포로,205,,,,,
우이신설경전철,우이신설선,북한산우이(도선사입구),,,,,,,,,,,
우이신설경전철,우이신설선,솔밭공원,,,,,,,,,,,
우이신설경전철,우이신설선,4.19민주묘지(덕성여대),,,,,,,,,,,
우이신설경전철,우이신설선,가오리,,,,,,,,,,,
우이신설경전철,우이신설선,화계,,,,,,,,,,,
우이신설경전철,우이신설선,삼양,,,,,,,,,,,
우이신설경전철,우이신설선,삼양사거리,,,,,,,,,,,
우이신설경전철,우이신설선,솔샘,,,,,,,,,,,
우이신설경전철,우이신설선,북한산보국문(서경대),,,,,,,,,,,
우이신설경전철,우이신설선,정릉(국민대입구),,,,,,,,,,,
우이신설경전철,우이신설선,성신여대입구,,,,,,,,,,,
우이신설경전철,우이신설선,보문,,,,,,,,,,,
우이신설경전철,우이신설선,신설동,,,,,,,,,,,
코레일,경강,경기광주,경기도 광주시 역동 176-1,경기도 광주시 광주역로 10(역동),경기도,광주시,광주역로,10(역동),,,,,
코레일,경강,곤지암,경기도 광주시 곤지암읍 곤지암리 353-1,경기도 광주시 곤지암천로 333,경기도,광주시,곤지암천로,333,,,,,
코레일,경강,부발,경기도 이천시 부발읍 아리미 505-7,경기도 이천시 부발읍 신아로 87,경기도,이천시,부발읍,신아로,87,,,,
코레일,경강,삼동,경기도 광주시 삼동 225번지,경기도 광주시 순암로 451,경기도,광주시,순암로,451,,,,,
코레일,경강,세종대왕릉,경기도 여주시 능서면 신지리 276-2,경기도 여주시 능서면 양화로 877,경기도,여주시,능서면,양화로,877,,,,
코레일,경강,신둔도예촌,경기도 이천시 신둔면 남정리 362-2,경기도 이천시 신둔면 남정로 55,경기도,이천시,신둔면,남정로,55,,,,
코레일,경강,여주,경기도 여주시 교동 383-1번지,경기도 여주시 교동로 80(교동 403-1),경기도,여주시,교동로,80(교동,403-1),,,,
코레일,경강,이매,경기도 성남시 분당구 이매동 127-4,경기도 성남시 분당구 성남대로 738,경기도,성남시,분당구,성남대로,738,,,,
코레일,경강,이천,경기도 이천시 율현동 435,경기도 이천시 이섭대천로 1063,경기도,이천시,이섭대천로,1063,,,,,
코레일,경강,초월,경기도 광주시 초월읍 쌍동리213-15,경기도 광주시 초월읍 경충대로 1066,경기도,광주시,초월읍,경충대로,1066,,,,
코레일,경강,판교(판교테크노밸리),경기도 성남시 분당구 백현동 19-2,경기도 성남시 분당구 판교역로 160,경기도,성남시,분당구,판교역로,160,,,,
네오트랜스주식회사,신분당선,논현,127.0220546,37.5096469,,,,,,,,,
네오트랜스주식회사,신분당선,신논현,127.024407,37.504063,,,,,,,,,
네오트랜스주식회사,신분당선,강남,127.028506,37.496068,,,,,,,,,
네오트랜스주식회사,신분당선,양재(서초구청),127.034371,37.484117,,,,,,,,,
네오트랜스주식회사,신분당선,양재시민의숲(매헌),127.03845,37.469903,,,,,,,,,
네오트랜스주식회사,신분당선,청계산입구,127.054678,37.448383,,,,,,,,,
네오트랜스주식회사,신분당선,판교(판교테크노밸리),127.0644,37.2337,,,,,,,,,
네오트랜스주식회사,신분당선,정자,127.10843,37.367381,,,,,,,,,
네오트랜스주식회사,신분당선,성복,127.080321,37.313621,,,,,,,,,
네오트랜스주식회사,신분당선,상현,,,,,,,,,,,
네오트랜스주식회사,신분당선,광교중앙(아주대),127.051,37.288,,,,,,,,,
네오트랜스주식회사,신분당선,광교(경기대),127.044731,37.30141,,,,,,,,,
네오트랜스주식회사,신분당선,신사,127.0200228,37.5162873,,,,,,,,,
네오트랜스주식회사,신분당선,미금(분당서울대병원),127.1089,37.3501,,,,,,,,,
네오트랜스주식회사,신분당선,동천,127.0609,37.2016,,,,,,,,,
네오트랜스주식회사,신분당선,수지구청,127.0542,39.1925,,,,,,,,,
공항철도주식회사,공항철도,서울역,126.9704658,37.5490645,,,,,,,,,
공항철도주식회사,공항철도,공덕,126.9516296,37.5427105,,,,,,,,,
공항철도주식회사,공항철도,홍대입구,126.9265227,37.5578854,,,,,,,,,
공항철도주식회사,공항철도,디지털미디어시티,126.8972464,37.5783645,,,,,,,,,
공항철도주식회사,공항철도,마곡나루,126.827608,37.5653322,,,,,,,,,
공항철도주식회사,공항철도,김포공항,126.8025118,37.5667733,,,,,,,,,
공항철도주식회사,공항철도,계양,126.7366447,37.5714532,,,,,,,,,
공항철도주식회사,공항철도,검암,126.6731455,37.5692068,,,,,,,,,
공항철도주식회사,공항철도,청라국제도시,126.6253775,37.5548865,,,,,,,,,
공항철도주식회사,공항철도,영종,126.5237272,37.5118654,,,,,,,,,
공항철도주식회사,공항철도,운서,126.493713,37.4928447,,,,,,,,,
공항철도주식회사,공항철도,공항화물청사,126.4774206,37.4589761,,,,,,,,,
공항철도주식회사,공항철도,인천공항1터미널,126.4580914,37.4475485,,,,,,,,,
공항철도주식회사,공항철도,인천공항2터미널,126.4406136,37.479174,,,,,,,,,
용인경량전철주식회사,용인에버라인,기흥(백남준아트센터),127.1170465,37.27545288,,,,,,,,,
용인경량전철주식회사,용인에버라인,강남대,127.1260669,37.27017073,,,,,,,,,
용인경량전철주식회사,용인에버라인,지석,127.1363256,37.26973732,,,,,,,,,
용인경량전철주식회사,용인에버라인,어정,127.1437499,37.27495132,,,,,,,,,
용인경량전철주식회사,용인에버라인,동백,127.1526906,37.26910138,,,,,,,,,
용인경량전철주식회사,용인에버라인,초당,127.1594692,37.26080647,,,,,,,,,
용인경량전철주식회사,용인에버라인,삼가,127.16818,37.24205993,,,,,,,,,
용인경량전철주식회사,용인에버라인,시청·용인대,127.1788851,37.23944203,,,,,,,,,
용인경량전철주식회사,용인에버라인,명지대,127.1902913,37.23807629,,,,,,,,,
용인경량전철주식회사,용인에버라인,김량장,127.1986109,37.23732377,,,,,,,,,
용인경량전철주식회사,용인에버라인,운동장·송담대,127.2090526,37.2379113,,,,,,,,,
용인경량전철주식회사,용인에버라인,고진,127.2141836,37.24463834,,,,,,,,,
용인경량전철주식회사,용인에버라인,보평,127.2184808,37.25896427,,,,,,,,,
용인경량전철주식회사,용인에버라인,둔전,127.2136387,37.26721222,,,,,,,,,
용인경량전철주식회사,용인에버라인,전대·에버랜드,127.219509,37.28541327,,,,,,,,,
서해선,,소새울,,,,,,,,,,,
서해선,,소사,,,,,,,,,,,
서해선,,시흥대야,,,,,,,,,,,
서해선,,신천,,,,,,,,,,,
서해선,,신현,,,,,,,,,,,
서해선,,시흥시청,,,,,,,,,,,
서해선,,시흥능곡,,,,,,,,,,,
서해선,,달미,,,,,,,,,,,
서해선,,선부,,,,,,,,,,,
서해선,,초지,,,,,,,,,,,
서해선,,원곡,,,,,,,,,,,
서해선,,원시,,,,,,,,,,,
