관리구분,분양임대,행정구역,지번주소,도로명주소,Latitude,Longitude,단지명,주택종류,사용검사일,층수,동수,세대수,관리사무소전화번호,비고,우편번호,데이터기준일자
의무,분양,금촌2동,금촌동 992,"경기도 파주시 후곡로 50(금촌동, 주공4단지후곡마을)",37.7532305,126.7710123,후곡마을뜨란채,아파트,2004-11-15,15~22,21,1638,031-941-4157,,10920,2022-11-09
의무,분양,금촌2동,금촌동 1019,"경기도 파주시 쇠재로 30(금촌동, 주공7단지 서원마을)",37.7487512,126.7718913,서원마을뜨란채,아파트,2005-05-03,14~22,12,1133,031-957-8347,,10916,2022-11-09
임의,분양,교하동,문발동 505-2,"경기도 파주시 회동길 301(문발동, 헤르만하우스 1단지)",37.7156225,126.6903546,헤르만하우스,연립,2005-10-17,2,5,51,031-955-8688,,10881,2022-11-09
임의,분양,교하동,문발동 506-2,"경기도 파주시 회동길 290(문발동, 헤르만하우스 2단지)",37.7146227,126.6906323,헤르만하우스,연립,2005-10-17,2,9,86,031-955-8688,,10881,2022-11-09
의무,분양,금촌2동,금촌동 997(금촌택지C1BL),"경기도 파주시 후곡로 80(금촌동, 후곡마을중앙하이츠)",37.7512029,126.769818,후곡마을중앙하이츠,아파트,2005-11-18,20,4,316,031-943-6588,,10917,2022-11-09
의무,분양,금촌2동,금촌동 1008(금촌택지 C2),"경기도 파주시 후곡로 77 (금촌동, 풍림아이원)",37.7507586,126.7748175,금촌풍림아이원,아파트,2005-11-22,18~22,9,563,031-939-0101,,10918,2022-11-09
의무,임대,교하동,문발동 547,"경기도 파주시 숲속노을로 297(문발동, 노을빛마을주공아파트)",37.7260105,126.7084914,노을빛마을주공2단지,아파트,2005-11-30,8,24,1119,031-947-2082,국민임대,10879,2022-11-09
의무,분양,교하동,다율동 982,"경기도 파주시 청석로 350(다율동, 청석마을동문굿모닝힐아파트8단지)",37.726863,126.719717,청석마을8단지동문굿모닝힐아파트,아파트,2005-12-15,15,18,1026,031-949-8536,,10876,2022-11-09
의무,분양,교하동,동패동 1698,"경기도 파주시 책향기로 441(동패동, 책향기마을10단지동문굿모닝힐)",37.7245672,126.719602,책향기마을10단지 동문굿모닝힐,아파트,2005-12-15,15,16,1009,031-941-2812,책향기마을 10단지,10874,2022-11-09
의무,분양,교하동,문발동 560,"경기도 파주시 책향기로 337(문발동, 숲속길마을동문굿모닝힐아파트)",37.726863,126.719717,숲속길마을동문굿모닝힐,아파트,2005-12-19,15,8,382,031-942-3093,숲속길마을 3단지,10884,2022-11-09
의무,분양,교하동,동패동 1687,"경기도 파주시 책향기로 371(동패동, 숲속길마을동문굿모닝힐)",37.72434,126.7111592,숲속길마을6단지 동문굿모닝힐,아파트,2005-12-19,15,11,586,031-939-3946,,10885,2022-11-09
의무,분양,교하동,동패동 1702,"경기도 파주시 책향기로 448(동패동, 책향기마을진흥효자아파트)",37.723733,126.721601,책향기마을12단지 진흥효자,아파트,2005-12-22,15,8,439,031-949-5101,,10874,2022-11-09
의무,분양,교하동,동패동 1703,"경기도 파주시 책향기로 420(동패동, 책향기마을신동아파밀리에)",37.7235943,126.7186849,책향기마을11단지 신동아파밀리에,아파트,2005-12-28,15,7,366,031-941-9022,,10874,2022-11-09
의무,분양,광탄면,광탄면 신산리 683,경기도 파주시 광탄면 큰여울길 20-21,37.7797387,126.8497042,동신라메르,아파트,2005-12-30,13,2,164,031-949-4066,,10948,2022-11-09
의무,분양,교하동,동패동 1690,"경기도 파주시 책향기로 403(동패동, 숲속길마을월드메르디앙센트럴파크아파트)",37.72434,126.7111592,숲속길마을7단지 월드메르디앙센트럴파크,아파트,2006-01-12,15,7,480,031-943-5361,,10885,2022-11-09
의무,분양,교하동,동패동 1711,"경기도 파주시 책향기로 209 (동패동, 책향기마을우남퍼스트빌)",37.7202789,126.7191313,책향기마을14단지 우남퍼스트빌,아파트,2006-04-10,14,12,600,031-948-0612,,10874,2022-11-09
의무,분양,교하동,다율동 986,"경기도 파주시 청석로 300(다율동, 청석마을9단지대원효성아파트)",37.7284966,126.7192877,청석마을9단지 대원효성,아파트,2006-04-18,15,24,1240,031-957-9172,,10875,2022-11-09
의무,분양,금촌1동,"금릉동 196-2,3","경기도 파주시 금릉이길 31(금능동, 동양부로미아파트)",37.7570913,126.7819278,동양부로미,아파트,2006-04-20,18,2,182,031-943-5835,,10932,2022-11-09
의무,임대,교하동,문발동 546,"경기도 파주시 숲속노을로 298(문발동, 노을빛마을주공아파트)",37.7260105,126.7084914,노을빛마을주공1단지,아파트,2006-05-24,8,9,469,031-947-2390,국민임대,10879,2022-11-09
의무,분양,문산읍,문산읍 문산리 142,경기도 파주시 문산읍 방촌로 1648,37.8601961,126.7792007,문산신원아침도시,아파트,2006-06-09,15,10,638,031-953-4275,,10820,2022-11-09
의무,분양,문산읍,문산읍 문산리 145,경기도 파주시 문산읍 문향로 11 (문산휴먼빌),37.8528063,126.7854801,일신건영휴먼빌,아파트,2006-06-29,13~20,10,610,031-939-0004,,10823,2022-11-09
의무,분양,금촌3동,금촌동 1014,"경기도 파주시 금신초교길 72(금촌동, 한일유앤아이1차아파트)",37.769511,126.7713838,한일유앤아이,아파트,2006-08-23,15,2,180,031-957-8067,,10852,2022-11-09
의무,분양,문산읍,문산읍 선유리 1350,경기도 파주시 문산읍 우계로 470 (문산두산위브),37.8592683,126.792155,문산두산위브,아파트,2006-08-30,15,10,504,031-954-1310,,10813,2022-11-09
의무,분양,금촌3동,금촌동 1015,"경기도 파주시 마음밭길 114금촌동, 대방노블랜드아파트)",37.7738572,126.7509683,대방노블랜드,아파트,2006-10-25,17,8,488,031-942-2816,,10852,2022-11-09
의무,분양,교하동,동패동 1708,"경기도 파주시 책향기로 183(동패동, 책향기마을상록데시앙아파트)",37.7207355,126.7217828,책향기마을15단지 상록데시앙,아파트,2007-03-27,14~15,8,644,031-8071-1050,,10874,2022-11-09
의무,임대,교하동,동패동 1704,"경기도 파주시 책향기로 210(동패동, 책향기마을경남아파트13단지)",37.7224278,126.7186849,책향기마을13단지 상록경남아너스빌,아파트,2007-04-20,12~15,9,734,031-8071-1704,공무원임대/영구,10874,2022-11-09
임의,분양,금촌3동,금촌동 1014-1,"경기도 파주시 금신초교길 56(금촌동, 한일유앤아이아파트)",37.7688962,126.7710058,한일유앤아이2차,아파트,2007-09-17,14~15,3,148,031-957-8067,,10852,2022-11-09
의무,분양,문산읍,문산읍 선유리 1353,경기도 파주시 문산읍 사임당로 11 (양우1단지),37.8593031,126.795532,양우 내안애,아파트,2007-11-27,15,2,150,031-953-0226,,10813,2022-11-09
임의,분양,문산읍,문산읍 선유리 1356,경기도 파주시 문산읍 사임당로 11,37.8596367,126.7958377,양우2단지,아파트,2007-11-27,14,3,132,031-953-0226,,10813,2022-11-09
의무,분양,문산읍,문산읍 선유리 1357,경기도 파주시 문산읍 우계로457번길 29,37.8579846,126.7908566,진흥소슬마을,아파트,2007-12-05,15,5,231,031-953-0024,,10813,2022-11-09
임의,분양,문산읍,문산읍 선유리 1352,경기도 파주시 문산읍 사임당로 11,37.8596367,126.7958377,양우3단지,아파트,2007-12-06,15,2,83,031-953-0226,,10813,2022-11-09
임의,분양,교하동,문발동 559,"경기도 파주시 책향기로 319(문발동, 월드메르디앙타운하우스)",37.7230386,126.7069361,파주교하 월드메르디앙 타운하우스,연립,2008-06-03,4,9,143,031-942-2202,,10884,2022-11-09
의무,분양,금촌1동,아동동 897,"경기도 파주시 시청로 123(아동동, 신안실크밸리1차)",37.7652292,126.7802888,신안실크밸리1차,아파트,2009-06-19,9~15,13,539,031-948-1344,,10931,2022-11-09
의무,분양,운정3동,야당동 982번지(교하신도시 A15-1블록),"경기도 파주시 한빛로 67(야당동, 한빛마을2단지휴먼빌레이크팰리스)",37.714363,126.7523424,한빛마을2단지 휴먼빌 레이크팰리스,아파트,2009-06-23,15~27,14,1123,031-941-8209,야당리,10907,2022-11-09
의무,분양,운정3동,야당동 981(교하신도시 A15블록),"경기도 파주시 미래로 422(야당동, 한빛마을1단지한라비발디센트럴파크",37.714791,126.74668,한빛마을1단지 한라비발디 센트럴파크,아파트,2009-08-31,24~29,12,937,031-947-6751,,10907,2022-11-09
의무,임대,운정1동,와동동 1311(와동리 교하신도시 A3블록),"경기도 파주시 미래로 602(와동동, 휴먼시아 가람마을 2단지)",37.7341215,126.7608749,가람마을2단지 휴먼시아,아파트,2009-09-04,10~23,13,1231,031-944-1138,국민임대,10895,2022-11-09
의무,분양,문산읍,문산읍 당동리 935,경기도 파주시 문산읍 방촌로 1744,37.8673135,126.7862286,파주힐스테이트1차,아파트,2009-10-29,10~18,13,631,031-952-7853,,10815,2022-11-09
의무,임대,운정3동,동패동 1753(동패리 교하신도시 A17-1블록),"경기도 파주시 한울로 101(동패동, 휴먼시아 한울마을4단지)",37.7112907,126.7431829,한울마을4단지 휴먼시아,아파트,2009-11-06,10~23,13,1167,031-947-8130,국민임대,10905,2022-11-09
의무,분양,파주읍,파주읍 연풍리 483,경기도 파주시 파주읍 술이홀로 409-6,37.8306112,126.8325695,동광모닝스카이,아파트,2009-11-30,14~15,5,227,031-952-2205,,10834,2022-11-09
의무,임대,운정2동,목동동 640(야당리 교하신도시 A1블록),"경기도 파주시 미래로 601(와동동, 휴먼시아 해솔마을11단지)",37.7239435,126.7460759,해솔마을11단지 휴먼시아,아파트,2009-12-09,10~23,12,1165,031-942-0842,국민임대,10871,2022-11-09
의무,임대,문산읍,문산읍 선유리 1358,경기도 파주시 문산읍 사임당로 65 (선유2단지),37.8645603,126.8006615,문산선유2단지 휴먼시아,아파트,2010-04-01,12~15,13,917,031-953-8351,국민임대,10812,2022-11-09
의무,분양,운정2동,목동동 647(교하신도시 A7블록),"경기도 파주시 해솔로 85 (목동동, 해솔마을1단지 두산위브) ",37.7242284,126.7347085,해솔마을1단지 두산위브,아파트,2010-04-09,9~25,9,668,031-957-3981,,10893,2022-11-09
의무,분양,조리읍,조리읍 봉일천리 269,경기도 파주시 조리읍 내산길 55,37.7476646,126.8089401,조리푸르지오,아파트,2010-04-29,14~17,8,450,031-957-7931,,10938,2022-11-09
의무,분양,운정3동,동패동 1772(교하신도시 A18-2블록),"경기도 파주시 미래로 345(동패동, 한울마을7단지 삼부르네상스 아파트)",37.7086799,126.7449605,한울마을7단지 삼부르네상스,아파트,2010-06-15,15~30,11,724,031-942-7851,한울마을 7단지(동패리),10905,2022-11-09
의무,분양,운정2동,목동동 679(교하신도시 A12블록),"경기도 파주시 가온로 67(목동동, 해솔마을5단지 삼부르네상스아파트)",37.7230509,126.7445255,해솔마을5단지 삼부르네상스,아파트,2010-06-15,15~30,15,1390,031-957-3421,,10899,2022-11-09
의무,분양,운정1동,와동동 1368(교하신도시 A11블록),"경기도 파주시 가온로 256(와동동, 가람마을11단지 동문굿모닝힐아파트)",37.723801,126.754298,가람마을11단지 동문굿모닝힐,아파트,2010-06-30,15~25,7,624,031-943-4416,,10894,2022-11-09
의무,분양,운정2동,목동동 667(교하신도시 A8블록),"경기도 파주시 해솔로 22(와동동, 해솔마을4단지 벽산우남연리지아파트)",37.7286499,126.7507596,해솔마을4단지 벽산우남연리지,아파트,2010-06-30,15~25,12,958,031-957-7795,해솔마을 4단지(와동리),10893,2022-11-09
의무,분양,운정1동,와동동 1356(교하신도시 A10블록),"경기도 파주시 가온로 245(와동동, 가람마을10단지 동양엔파트월드메르디앙)",37.7243644,126.7591986,가람마을10단지 동양엔파트월드메르디앙,아파트,2010-07-29,15~25,13,972,031-942-6801,"월드 949-4966~7, 동양 941-0408 가람마을 10단지",10894,2022-11-09
의무,분양,운정1동,와동동 1308(교하신도시 A2블록),"경기도 파주시 가람로 22(와동동, 가람마을1단지 벽산한라아파트)",37.7338812,126.7534683,가람마을1단지 벽산한라,아파트,2010-08-23,15~25,14,1145,031-944-7961,,10895,2022-11-09
의무,분양,운정1동,와동동 1344(교하신도시 A9블록),"경기도 파주시 미래로 562(와동동, 가람마을9단지 남양휴튼)",37.728065,126.752003,가람마을9단지 남양휴튼,아파트,2010-08-27,12~25,9,690,031-949-8749,,10894,2022-11-09
의무,분양,문산읍,문산읍 당동리 940,경기도 파주시 문산읍 당동1로 67,37.8637492,126.7720676,파주힐스테이트2차,아파트,2010-09-07,10~15,10,454,031-953-0845,,10819,2022-11-09
의무,분양,금촌1동,아동동 900,"경기도 파주시 시청로 85(아동동, 신안실크밸리2차)",37.7630905,126.7802889,신안실크밸리2차,아파트,2010-09-07,13~15,9,438,031-945-2557,,10931,2022-11-09
의무,임대,운정3동,동패동 1768(교하신도시 A18블록),"경기도 파주시 한울로 84(동패동, 휴먼시아 한울마을 5단지)",37.7093965,126.7389223,한울마을5단지 휴먼시아,아파트,2010-11-29,7~23,18,1467,031-8071-3555,국민임대,10905,2022-11-09
의무,분양,문산읍,문산읍 당동리 909,경기도 파주시 문산읍 당동1로 12 (5-2블록),37.8616666,126.7780798,자연앤꿈에그린5단지,아파트,2010-12-09,19~20,6,411,031-952-2633,,10819,2022-11-09
의무,분양,문산읍,문산읍 당동리 930,경기도 파주시 문산읍 당동1로 11 (6블록),37.8606126,126.7760971,자연앤꿈에그린6단지,아파트,2010-12-09,17~20,5,320,031-952-5093,,10819,2022-11-09
의무,분양,운정3동,야당동 1031(야당리 교하신도시 A28블록),"경기도 파주시 와석순환로 15(야당동, 휴먼시아 한빛마을8단지)",37.7084024,126.7569038,한빛마을8단지 휴먼시아,아파트,2011-06-10,7~28,17,1062,031-946-6012,,10906,2022-11-09
의무,임대,운정3동,동패동 1771(동패리 교하신도시 A18-1블록),"경기도 파주시 한울로 100 (동패동, 한울마을6단지)",37.7079832,126.7431037,한울마을6단지,아파트,2011-07-18,9~30,9,700,031-942-3785,공공임대/10년,10905,2022-11-09
의무,임대,운정1동,와동동 1331(와동동 파주운정택지개발지구 A5블록),"경기도 파주시 가람로 90(와동동, 가람마을6단지)",37.7307875,126.7627908,가람마을6단지 휴먼시아,아파트,2011-07-28,10~25,13,1220,031-945-7223,국민임대,10895,2022-11-09
의무,임대,운정3동,동패동 1752(동패동 파주운정택지개발지구 A17블록),"경기도 파주시 동패로 100(동패동, 한울마을3단지)",37.711451,126.741127,한울마을3단지,아파트,2011-08-11,12~25,11,648,031-943-2520,공공임대/10년,10905,2022-11-09
의무,임대,파주읍,파주읍 파주리 816,경기도 파주시 파주읍 파발로26번길 7,37.8321237,126.821513,파주휴먼시아,아파트,2011-10-09,10~14,8,464,031-954-1501,국민임대,10835,2022-11-09
의무,임대,운정3동,야당동 1026(야당동 파주운정택지개발지구 A19-1블록),"경기도 파주시 와석순환로 61(야당동, 한빛마을 7단지)",37.7087071,126.7517553,한빛마을7단지,아파트,2011-12-01,7~25,19,1352,031-942-7921,공공임대/10년,10906,2022-11-09
의무,임대,운정3동,야당동 1023(야당동 파주운정택지개발지구 A19블록),"경기도 파주시 와석순환로 87(야당동, 한빛마을 6단지)",37.7096521,126.7495156,한빛마을6단지,아파트,2011-12-01,9~25,19,1564,031-946-9382,국민임대,10906,2022-11-09
의무,분양,운정1동,와동동 1321(와동동 파주운정택지개발지구 A4블록),"경기도 파주시 가람로 70(와동동, 가람마을4단지)",37.7344644,126.7577311,가람마을4단지 한양수자인,아파트,2011-12-19,18,14,780,031-945-8417,,10895,2022-11-09
의무,임대,문산읍,문산읍 당동리 937,경기도 파주시 문산읍 방촌로 1720 (당동주공3단지),37.8654818,126.7851789,당동주공3단지 휴먼시아,아파트,2012-03-30,13~15,8,775,031-952-7293,국민임대,10815,2022-11-09
의무,임대,문산읍,문산읍 선유리 1394,경기도 파주시 문산읍 독서울1길 39 (휴먼시아문산선유3단지),37.8663282,126.8005062,문산선유3단지 휴먼시아,아파트,2012-03-30,13~15,14,1316,031-953-0723,국민임대,10812,2022-11-09
의무,임대,문산읍,문산읍 선유리 1404,경기도 파주시 문산읍 독서울1길 40,37.8679958,126.8029755,문산선유5단지 휴먼시아,아파트,2012-03-30,11~15,10,650,031-953-1863,국민임대,10812,2022-11-09
의무,분양,문산읍,문산읍 선유리 1409,경기도 파주시 문산읍 독서울1길 21,37.8656111,126.8029914,문산선유4단지,아파트,2012-03-30,13~14,10,343,031-952-2820,,10812,2022-11-09
의무,임대,문산읍,문산읍 당동리 908,경기도 파주시 문산읍 당동1로 12-1,37.8616666,126.7780798,문산당동4단지,아파트,2012-06-15,10~15,4,299,031-954-2484,국민임대,10819,2022-11-09
의무,분양,운정3동,야당동 991(야당동 파주운정신도시 A16블록),경기도 파주시 한빛로 70,37.7122638,126.7532451,한빛마을5단지 캐슬앤칸타빌,아파트,2012-07-27,20~30,22,2190,031-944-5208,,10908,2022-11-09
의무,분양,운정1동,와동동 1338(와동동 파주운정신도시 A6블록),경기도 파주시 가람로116번길 128,37.7343418,126.7562401,가람마을7단지 한라비발디,아파트,2012-11-29,18~25,13,978,031-945-7961,,10895,2022-11-09
의무,분양,금촌3동,금촌동 1014-2,경기도 파주시 정담길 185,37.7698087,126.7754782,그린아파트,아파트,2012-12-31,12,1,220,031-8071-4900,,10852,2022-11-09
의무,분양,운정2동,목동동 922,경기도 파주시 청암로 27,37.730854,126.7376841,산내마을6단지 한라비발디,아파트,2013-04-26,14~25,11,823,031-944-4871,,10872,2022-11-09
임의,분양,파주읍,파주읍 연풍리 1-3외 1필지,경기도 파주시 파주읍 술이홀로 569,37.8313057,126.8497731,두양엘린빌,연립,2013-05-09,4,5,80,,,10834,2022-11-09
임의,분양,금촌1동,금촌동 792-3,경기도 파주시 문화로 4,37.7555811,126.7797394,보광그랑베르,아파트,2013-08-14,15,1,136,031-944-8950,,10923,2022-11-09
의무,임대,운정2동,목동동 690(목동동 파주운정신도시 A13블록),경기도 파주시 와석순환로 380,37.7133199,126.7523421,해솔마을6단지,아파트,2014-05-15,12~25,17,1525,031-944-3753,국민임대,10899,2022-11-09
의무,임대,운정1동,와동동 1332(와동동 파주운정신도시 A5-1블록),경기도 파주시 가람로 116번길 40,37.7343418,126.7562401,가람마을5단지,아파트,2014-05-21,15~30,12,821,031-943-3981,공공임대/ 10년,10895,2022-11-09
의무,임대,운정2동,목동동 911(목동동 파주운정신도시 A23블록),경기도 파주시 교하로 70,37.7241478,126.7232742,산내마을3단지,아파트,2014-07-09,11월 30일,15,865,031-943-8267,공공임대/ 10년,10872,2022-11-09
의무,분양,운정1동,와동동 1404(와동동 운정신도시 A14블록),경기도 파주시 가온로 205,37.7233428,126.7505133,해솔마을7단지 롯데캐슬,아파트,2014-11-29,18~30,20,1880,031-942-1341,,10898,2022-11-09
임의,분양,교하동,문발동 564,경기도 파주시 책향기로 320,37.7227083,126.7188604,메이플카운티타운하우스,연립,2015-04-23,3,6,59,031-943-1551,,10884,2022-11-09
의무,분양,문산읍,문산읍 당동리 947외 1필지,경기도 파주시 문산읍 당동1로 52,37.8639142,126.7737127,한양수자인리버팰리스,아파트,2015-10-07,16~22,14,1006,031-954-6644,,10819,2022-11-09
의무,임대,교하동,신촌동 729-7(C76블록),경기도 파주시 문발로 430,37.7071667,126.6869133,파주출판문화 LH1단지(행복주택),아파트,2017-10-16,8,4,280,031-957-1145,,10881,2022-11-09
의무,분양,운정3동,야당동 1016(A27-1블록),경기도 파주시 와석순환로 16(롯데캐슬 파크타운),37.71215,126.7577123,한빛마을9단지 롯데캐슬,아파트,2017-10-27,26~29,10,1076,031-948-6727,,10908,2022-11-09
의무,임대,운정2동,목동동 904(A21블록),경기도 파주시 교하로 20,37.7241478,126.7232742,산내마을1단지(행복주택),아파트,2017-11-08,15~25,8,1700,031-949-9611,,10872,2022-11-09
의무,임대,운정2동,목동동 907(A20블록),경기도 파주시 교하로 50,37.7241478,126.7232742,산내마을2단지 센트럴리움(공공임대),아파트,2017-11-30,15~29,13,1362,031-949-6094,공공임대/ 10년,10872,2022-11-09
의무,분양,조리읍,조리읍 봉일천리 301,경기도 파주시 조리읍 소곡로 30,37.7439887,126.814208,봉일천효성해링턴,아파트,2018-02-21,10~21,8,490,031-945-1183,,10938,2022-11-09
의무,분양,운정3동,야당동 1015,경기도 파주시 한빛로 20,37.7122638,126.7532451,한빛마을4단지 운정롯데캐슬파크타운2차,아파트,2018-04-26,27~29,11,1169,031-949-6703,,10908,2022-11-09
의무,분양,운정2동,목동동 1149,경기도 파주시 교하로 100,37.7241478,126.7232742,산내마을9단지 운정힐스테이트,아파트,2018-07-16,18~29,25,2998,031-957-2012,,10891,2022-11-09
의무,분양,운정2동,목동동 1142,경기도 파주시 심학산로 385,37.7163371,126.7063015,산내마을10단지 운정센트럴푸르지오,아파트,2018-07-19,18~25,21,1956,031-949-9522,,10891,2022-11-09
임의,임대,금촌동,금촌동 799-4외 1필지,경기도 파주시 황골로 90,37.7551617,126.7744847,파주 금촌 행복주택(경기도시공사),아파트,2019-08-23,6,1,50,02-589-4988,행복주택,10922,2022-11-09
의무,임대,법원읍,법원리 689외 1필지,경기도 파주시 법원로 12,37.8473787,126.8768689,파주법원엘에이치행복주택1단지,아파트,2019-11-14,15,2,250,031-959-1503,행복주택,10826,2022-11-09
의무,분양,운정2동,목동동 898(A32블럭),경기도 파주시 청암로 50,37.730854,126.7376841,산내마을7단지 운정화성파크드림,아파트,2020-02-25,9~25,16,1047,031-949-8071,,10871,2022-11-09
의무,분양,운정3동,문산읍 선유리 1413외 1필지,경기도 파주시 문산읍 사임당로 7,37.8620061,126.8117999,파주문산역1차 동문굿모닝힐,아파트,2020-03-12,20~22,5,409,031-954-2690,,10813,2022-11-09
의무,임대,운정1동,와동동 1475,경기도 파주시 소리천로 203,37.7188961,126.7614408,가람마을14단지,아파트,2020-06-16,25,2,580,031-948-0580,행복주택,10896,2022-11-09
의무,분양,목동동,동패동 1781,경기도 파주시 심학산로 384,37.7163371,126.7063015,운정신도시 IPARK,아파트,2020-07-22,25~29,50,3042,031-947-7716,,10903,2022-11-09
의무,임대,교하동,다율동 146-5,경기도 파주시 해올로 20,37.7598688,126.7801781,휴아림,아파트,2020-08-28,29,7,748,031-949-0448,공공임대/10년,10865,2022-11-09
의무,임대,운정1동,와동동 789(파주운정3 A4블록),"경기도 파주시 가람로 109(와동동, 파주운정3 A4블록)",37.730336,126.7430265,별하람마을3단지 서희스타힐스엔에이치에프,아파트,2021-01-29,17~26,13,1422,031-949-6056~7,공공임대/10년,10869,2022-11-09
의무,임대,교하동,동패동 568-1(파주운정3 A25블록),"경기도 파주시 숲속노을로 60(와동동, 파주운정3 A25블록)",37.7266272,126.7093118,초롱꽃마을10단지,아파트,2021-03-15,9~20,7,1000,031-942-3300,공공임대(행복주택),10888,2022-11-09
의무,분양,교하동,동패동 555(파주운정3 A27블록),"경기도 파주시 양지로 120(동패동, 파주운정3 A27)",37.7170669,126.7434153,e편한세상 운정 어반프라임,아파트,2021-07-13,20,15,1010,031-947-3040,,413-835,2022-11-09
의무,임대,교하동,다율동 220-2(파주운정3 A15블록),"경기도 파주시 해올로 11(다율동, 파주운정3 A15)",37.733864,126.7385232,해오름마을11단지 우미린 더퍼스트,아파트,2021-08-04,20~28,8,846,031-947-7250,공공지원 민간임대,10865,2022-11-09
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,85,,,,